level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1774	2658	-1	
2	1	1	0	0	0	614	59	569	153	-1	
3	1	1	1	0	0	614	59	569	153	-1	
4	1	1	1	1	0	614	59	569	153	-1	
5	1	1	1	1	1	1003	48	180	185	8	بتريث
5	1	1	1	1	2	677	48	324	185	12	الكي
5	1	1	1	1	3	614	64	43	25	82	"
2	1	2	0	0	0	253	377	1351	1235	-1	
3	1	2	1	0	0	261	377	1343	257	-1	
4	1	2	1	1	0	261	377	1271	76	-1	
5	1	2	1	1	1	1465	387	67	40	47	اجلد
5	1	2	1	1	2	1403	386	30	41	92	هلل
5	1	2	1	1	3	1304	392	82	43	41	متل
5	1	2	1	1	4	1193	385	92	66	68	اجلـع
5	1	2	1	1	5	1099	393	56	50	89	عىل
5	1	2	1	1	6	991	391	92	48	93	قلوب
5	1	2	1	1	7	872	384	102	69	50	الكم
5	1	2	1	1	8	732	381	122	58	90	بأحدية
5	1	2	1	1	9	582	387	124	54	93	الطريق
5	1	2	1	1	10	529	377	37	52	63	اآل
5	1	2	1	1	11	467	414	34	38	93	مم
5	1	2	1	1	12	384	404	49	37	95	من
5	1	2	1	1	13	261	389	104	60	43	املقـام
4	1	2	1	2	0	343	466	1261	76	-1	
5	1	2	1	2	1	1476	468	128	74	32	األقــدم
5	1	2	1	2	2	1392	481	67	49	91	وإن
5	1	2	1	2	3	1242	480	132	36	96	اختلفت
5	1	2	1	2	4	1121	480	101	51	89	النحل
5	1	2	1	2	5	1008	479	97	53	73	وامللل
5	1	2	1	2	6	827	477	150	40	89	الختالف
5	1	2	1	2	7	731	466	77	75	39	األمم
5	1	2	1	2	8	696	509	11	10	90	.
5	1	2	1	2	9	582	483	93	48	87	وصىل
5	1	2	1	2	10	508	473	43	41	78	اهلل
5	1	2	1	2	11	421	482	57	50	73	على
5	1	2	1	2	12	343	491	53	26	78	ممد
4	1	2	1	3	0	353	557	1249	77	-1	
5	1	2	1	3	1	1524	569	78	65	48	اهملمم
5	1	2	1	3	2	1489	574	14	24	93	>
5	1	2	1	3	3	1421	585	49	37	96	من
5	1	2	1	3	4	1292	571	113	50	91	خزادن
5	1	2	1	3	5	1188	566	84	51	92	اجلود
5	1	2	1	3	6	1042	565	128	66	92	والكرم
5	1	2	1	3	7	1007	574	15	25	84	>
5	1	2	1	3	8	876	569	107	58	90	بالقبل
5	1	2	1	3	9	757	557	100	74	86	األقوم
5	1	2	1	3	10	723	574	13	24	73	>
5	1	2	1	3	11	643	574	61	31	54	مممد
5	1	2	1	3	12	551	570	73	49	62	وعىل
5	1	2	1	3	13	480	564	60	41	71	آله
5	1	2	1	3	14	386	572	73	61	87	وسلم
5	1	2	1	3	15	353	598	10	13	96	,
3	1	2	2	0	0	253	643	1351	969	-1	
4	1	2	2	1	0	259	643	1271	79	-1	
5	1	2	2	1	1	1485	650	45	46	95	أما
5	1	2	2	1	2	1412	674	54	35	50	بعد
5	1	2	2	1	3	1286	660	63	58	85	فإين
5	1	2	2	1	4	1175	664	93	47	93	رايت
5	1	2	2	1	5	1044	662	103	44	96	رسول
5	1	2	2	1	6	982	652	42	43	90	اهلل
5	1	2	2	1	7	898	663	68	49	92	صىل
5	1	2	2	1	8	837	653	44	41	87	اهلل
5	1	2	2	1	9	752	660	69	55	93	عليه
5	1	2	2	1	10	659	663	72	59	71	وسلم
5	1	2	2	1	11	609	657	31	60	96	يف
5	1	2	2	1	12	452	657	140	55	19	برشة
5	1	2	2	1	13	309	643	129	75	12	أريتـما
5	1	2	2	1	14	259	657	30	59	92	يف
4	1	2	2	2	0	258	739	1346	78	-1	
5	1	2	2	2	1	1511	750	93	52	71	العرس
5	1	2	2	2	2	1372	739	122	74	89	اآلخر
5	1	2	2	2	3	1325	764	50	37	96	من
5	1	2	2	2	4	1234	759	73	51	83	حمرم
5	1	2	2	2	5	1070	746	75	54	68	سنة
5	1	2	2	2	6	1002	746	69	71	88	سمع
5	1	2	2	2	7	827	756	158	45	31	وعرسرون
5	1	2	2	2	8	689	750	111	45	69	وسقاثة
5	1	2	2	2	9	526	751	142	50	90	مبحروسة
5	1	2	2	2	10	399	756	107	43	64	دمسق
5	1	2	2	2	11	371	753	14	25	79	6
5	1	2	2	2	12	258	762	98	43	33	وبمبده
4	1	2	2	3	0	257	831	1345	69	-1	
5	1	2	2	3	1	1537	842	65	50	91	صىل
5	1	2	2	3	2	1478	833	42	43	76	اهلل
5	1	2	2	3	3	1393	840	68	56	87	عليه
5	1	2	2	3	4	1300	842	73	58	13	وسام
5	1	2	2	3	5	1163	832	118	55	60	كتاب»
5	1	2	2	3	6	1067	840	77	41	93	فقال
5	1	2	2	3	7	1020	844	29	54	76	يل
5	1	2	2	3	8	922	840	56	34	92	هذا
5	1	2	2	3	9	766	831	99	56	92	كتاب
5	1	2	2	3	10	624	841	123	44	95	فصوص
5	1	2	2	3	11	522	833	82	66	49	اجلـع
5	1	2	2	3	12	490	855	12	22	92	»
5	1	2	2	3	13	397	840	75	36	96	خذه
5	1	2	2	3	14	257	839	120	58	96	واخرج
4	1	2	2	4	0	258	916	1344	76	-1	
5	1	2	2	4	1	1573	943	29	36	96	به
5	1	2	2	4	2	1508	930	44	49	66	إىل
5	1	2	2	4	3	1392	930	92	49	96	الناس
5	1	2	2	4	4	1242	934	135	47	76	ينتفعون
5	1	2	2	4	5	1195	944	29	34	92	به
5	1	2	2	4	6	1158	934	12	23	89	>
5	1	2	2	4	7	1048	929	87	37	95	فقلت
5	1	2	2	4	8	899	929	95	63	93	السمع
5	1	2	2	4	9	751	927	129	47	95	والطاعة
5	1	2	2	4	10	701	922	30	42	91	هلل
5	1	2	2	4	11	543	926	139	54	93	ولرسوله
5	1	2	2	4	12	425	917	96	71	63	وأويل
5	1	2	2	4	13	322	916	83	61	13	المر
5	1	2	2	4	14	258	928	47	36	96	منا
4	1	2	2	5	0	254	1002	1347	72	-1	
5	1	2	2	5	1	1553	1012	48	55	83	كام
5	1	2	2	5	2	1422	1002	102	66	0	أمرنا
5	1	2	2	5	3	1368	1048	9	8	90	.
5	1	2	2	5	4	1190	1020	142	34	92	فحققت
5	1	2	2	5	5	1023	1005	138	69	50	األمنيــة
5	1	2	2	5	6	826	1007	164	57	90	وأخلصت
5	1	2	2	5	7	731	1019	77	54	77	الثيـة
5	1	2	2	5	8	557	1031	144	38	91	وجردت
5	1	2	2	5	9	444	1018	98	36	92	القصد
5	1	2	2	5	10	325	1016	101	47	80	واهلمة
5	1	2	2	5	11	254	1017	47	49	87	إىل
4	1	2	2	6	0	256	1095	1345	76	-1	
5	1	2	2	6	1	1520	1109	81	54	89	إبراز
5	1	2	2	6	2	1369	1108	122	39	77	هـــذا
5	1	2	2	6	3	1217	1102	134	56	96	الكتاب
5	1	2	2	6	4	1151	1101	48	55	93	كام
5	1	2	2	6	5	1049	1123	84	23	76	حده
5	1	2	2	6	6	1000	1112	31	56	89	يل
5	1	2	2	6	7	879	1109	105	47	96	رسول
5	1	2	2	6	8	817	1101	44	43	91	اهلل
5	1	2	2	6	9	734	1110	68	50	89	صىل
5	1	2	2	6	10	675	1095	41	49	84	اهلل
5	1	2	2	6	11	586	1108	70	57	93	عليه
5	1	2	2	6	12	492	1111	73	60	34	وسام
5	1	2	2	6	13	425	1123	50	36	96	من
5	1	2	2	6	14	356	1108	53	56	92	غري
5	1	2	2	6	15	256	1107	81	52	89	زيادة
4	1	2	2	7	0	253	1186	1345	74	-1	
5	1	2	2	7	1	1587	1203	11	46	86	(
5	1	2	2	7	2	1545	1211	19	30	76	«
5	1	2	2	7	3	1495	1223	20	4	96	-
5	1	2	2	7	4	1466	1199	9	36	67	|
5	1	2	2	7	5	1434	1203	10	46	67	)
5	1	2	2	7	6	1361	1196	49	48	95	وال
5	1	2	2	7	7	1235	1198	109	38	94	نقصان
5	1	2	2	7	8	1201	1203	14	34	89	؟
5	1	2	2	7	9	1050	1189	120	54	96	وسألت
5	1	2	2	7	10	985	1190	43	43	90	اهلل
5	1	2	2	7	11	880	1199	80	48	89	تعاىل
5	1	2	2	7	12	819	1186	41	49	93	أن
5	1	2	2	7	13	701	1198	102	59	82	جمعلين
5	1	2	2	7	14	634	1200	49	54	90	فيه
5	1	2	2	7	15	558	1195	57	60	88	ويف
5	1	2	2	7	16	453	1210	88	50	56	مجيـع
5	1	2	2	7	17	319	1187	116	69	92	أحوايل
5	1	2	2	7	18	253	1212	49	36	93	من
4	1	2	2	8	0	256	1276	1347	74	-1	
5	1	2	2	8	1	1512	1288	91	54	94	عباده
5	1	2	2	8	2	1402	1284	77	62	84	الذني
5	1	2	2	8	3	1313	1285	70	56	92	ليس
5	1	2	2	8	4	1142	1284	139	59	86	للسيطان
5	1	2	2	8	5	1034	1287	91	62	93	عليهم
5	1	2	2	8	6	899	1285	100	41	73	سطان
5	1	2	2	8	7	856	1272	32	82	25	|
5	1	2	2	8	8	763	1276	67	56	74	وأن
5	1	2	2	8	9	601	1290	135	56	38	خيصين
5	1	2	2	8	10	553	1284	30	60	92	يف
5	1	2	2	8	11	447	1299	87	51	90	مجيع
5	1	2	2	8	12	399	1287	30	36	93	ما
5	1	2	2	8	13	256	1288	124	51	22	يرقـمه
4	1	2	2	9	0	257	1369	1336	67	-1	
5	1	2	2	9	1	1499	1378	94	56	88	بناين
5	1	2	2	9	2	1351	1373	118	56	89	وينطق
5	1	2	2	9	3	1279	1390	55	34	68	بــه
5	1	2	2	9	4	1155	1375	87	61	54	لساين
5	1	2	2	9	5	993	1374	144	62	92	وينطوي
5	1	2	2	9	6	905	1376	70	57	93	عليه
5	1	2	2	9	7	765	1377	98	57	0	جنان
5	1	2	2	9	8	626	1373	107	53	79	باللقاء
5	1	2	2	9	9	422	1369	174	66	66	السشبـوحي
5	1	2	2	9	10	257	1376	136	47	60	والتفب
4	1	2	2	10	0	253	1455	1351	71	-1	
5	1	2	2	10	1	1470	1466	134	60	96	الروحي
5	1	2	2	10	2	1407	1464	31	61	64	يفي
5	1	2	2	10	3	1266	1457	122	68	54	الراوع
5	1	2	2	10	4	1121	1466	118	59	92	النفسي
5	1	2	2	10	5	971	1458	117	65	16	التأييد
5	1	2	2	10	6	768	1462	183	64	78	االعتصامي
5	1	2	2	10	7	649	1477	65	41	89	حى
5	1	2	2	10	8	482	1455	146	60	92	أكون
5	1	2	2	10	9	294	1461	169	51	25	مترجــا
5	1	2	2	10	10	253	1462	23	39	93	ال
4	1	2	2	11	0	253	1544	1348	68	-1	
5	1	2	2	11	1	1457	1549	144	44	57	متحكم
5	1	2	2	11	2	1251	1555	124	57	57	المتحقق
5	1	2	2	11	3	1173	1571	46	36	95	من
5	1	2	2	11	4	1064	1560	78	47	96	يقف
5	1	2	2	11	5	899	1556	133	56	49	عليـــه
5	1	2	2	11	6	817	1572	50	35	96	من
5	1	2	2	11	7	687	1546	97	61	90	أهـل
5	1	2	2	11	8	594	1549	42	42	57	اهل
5	1	2	2	11	9	437	1544	135	62	96	أصحاب
5	1	2	2	11	10	253	1556	157	49	71	القـلوب.
